path,size,category,keep_or_exclude,release_destination,reason,license_status,contains_old_name,contains_hardcoded_path,contains_sensitive_information
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/vis.py,1071,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/model.py,5181,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/tracker.py,10873,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/train.py,9217,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/__pycache__/model.cpython-313.pyc,10147,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/__pycache__/tracker.cpython-313.pyc,18110,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker-miris/__pycache__/train.cpython-313.pyc,15025,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/__pycache__/apply.cpython-313.pyc,13948,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/__pycache__/model.cpython-313.pyc,24029,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/__pycache__/run.cpython-313.pyc,12318,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/__pycache__/train.cpython-313.pyc,16711,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tracker/__pycache__/vis.cpython-313.pyc,2018,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/bucketters.py,3494,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/config.py,386,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/data.py,2329,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/index.py,9155,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/losses.py,561,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/query.py,7090,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/utils.py,2495,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__init__.py,174,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/__pycache__/setup.cpython-313.pyc,453,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/night_street_offline.py,10121,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/night_street_online.py,6809,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/otif.py,8774,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/wikisql_offline.py,4536,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__init__.py,35,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/bucketters.cpython-313.pyc,6221,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/config.cpython-313.pyc,987,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/data.cpython-313.pyc,3493,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/index.cpython-313.pyc,12558,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/losses.cpython-313.pyc,1483,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/query.cpython-313.pyc,11019,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/utils.cpython-313.pyc,4183,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/__pycache__/__init__.cpython-313.pyc,373,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__pycache__/night_street_offline.cpython-313.pyc,16990,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__pycache__/night_street_online.cpython-313.pyc,9337,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__pycache__/otif.cpython-313.pyc,16189,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__pycache__/wikisql_offline.cpython-313.pyc,9122,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/tasti/tasti/examples/__pycache__/__init__.cpython-313.pyc,232,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/rnn/__pycache__/model4b.cpython-313.pyc,8058,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/rnn/__pycache__/model_infer4b.cpython-313.pyc,13256,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/rnn/__pycache__/tracker.cpython-313.pyc,18969,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/rnn/__pycache__/train.cpython-313.pyc,10181,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/python/discoverlib/geom.py,8232,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/python/discoverlib/__pycache__/geom.cpython-313.pyc,24151,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/cfg.go,2409,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/detect.go,4792,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/eval.go,11910,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/exec2a.go,16916,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/ffmpeg.go,1410,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/image.go,3905,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/postprocess.go,6890,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/segment.go,2447,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/tracker.go,11520,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/tradeoff.go,3316,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/lib/util.go,1077,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/__pycache__/tracker.cpython-313.pyc,10658,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline2/__pycache__/yolov3.cpython-313.pyc,6547,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/16_blazeit_frames.cpython-313.pyc,4304,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/16_extract_frames.cpython-313.pyc,5108,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/20_train_blazeit.cpython-313.pyc,1273,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/20_train_segmentation.cpython-313.pyc,1551,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/eval.cpython-313.pyc,5206,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/pipeline/__pycache__/ffmpeg.cpython-313.pyc,2210,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/apply.cpython-313.pyc,6607,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/apply_dyn.cpython-313.pyc,5110,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/apply_train.cpython-313.pyc,3467,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/compute_rect_sizes.cpython-313.pyc,6376,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/iter_param.cpython-313.pyc,6859,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/model.cpython-313.pyc,3295,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/model_dyn.cpython-313.pyc,3390,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/train.cpython-313.pyc,9049,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/model/__pycache__/util.cpython-313.pyc,8342,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/caldot_one_minute.py,1381,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/miris_one_minute.py,808,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/one_minute_samples.py,2055,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/uav_one_minute.py,587,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/__pycache__/compute-mota.cpython-313.pyc,3667,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/__pycache__/get_count.cpython-313.pyc,1809,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/__pycache__/caldot_one_minute.cpython-313.pyc,2341,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/__pycache__/miris_one_minute.cpython-313.pyc,1252,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/__pycache__/one_minute_samples.cpython-313.pyc,3106,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/data/raw_to_dataset/__pycache__/uav_one_minute.cpython-313.pyc,931,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/apply_on_video.cpython-313.pyc,3549,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/get_query_frames.cpython-313.pyc,5338,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/model256.cpython-313.pyc,2982,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/model64.cpython-313.pyc,2971,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/ours_get_outputs.cpython-313.pyc,5453,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/prepare_blazeit2_train.cpython-313.pyc,4193,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/queries.cpython-313.pyc,3754,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/tasti_get_query_frames.cpython-313.pyc,4961,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit2/__pycache__/train.cpython-313.pyc,5019,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/apply_dyn.cpython-313.pyc,2904,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/apply_train.cpython-313.pyc,3419,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/iter_param.cpython-313.pyc,3841,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/model.cpython-313.pyc,3192,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/model64.cpython-313.pyc,3184,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/OTIF/otif-master/blazeit/__pycache__/train.cpython-313.pyc,4868,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/eval.go,2688,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/exec.go,882,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/get-count.go,438,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/LICENSE,1071,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/plan.go,1018,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/prepare_rnn.go,981,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/README.md,4535,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/__pycache__/convert_local_index_to_miris.cpython-313.pyc,4918,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/beach-runner.csv,100,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/cfgs.go,5619,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/extract.py,907,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/shibuya-crosswalk.csv,147,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/shibuya.csv,929,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/uav.csv,149,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/warsaw.csv,1371,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/exec/exec.go,8224,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/filter/filter.go,304,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/filter/nnd.go,1353,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/filter/noop.go,411,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/filter/rnn.go,607,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/gnn/exec.go,8344,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/gnn/gnn.go,1877,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/miris/config.go,1635,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/miris/detection.go,5029,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/miris/distance.go,2824,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/miris/util.go,1150,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/planner/filter.go,2878,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/planner/planner.go,2344,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/planner/refine.go,3173,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/planner/uncertainty.go,5439,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/predicate/misc.go,2712,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/predicate/predicate.go,2247,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/predicate/tmc.go,2417,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/refine/accel.go,5524,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/refine/refine.go,2892,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/refine/rnn_ps.go,6272,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/refine/simple_ps.go,3283,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/geom.py,8232,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/model.py,5151,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/requirements.txt,87,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/train.py,9474,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/wrapper.py,6322,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/lib.go,5566,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/model.py,3304,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/train.py,2886,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/wrapper.py,1036,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/__pycache__/model.cpython-313.pyc,7296,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/__pycache__/train.cpython-313.pyc,5480,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/rnn/__pycache__/wrapper.cpython-313.pyc,2690,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/__pycache__/geom.cpython-313.pyc,24145,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/__pycache__/model.cpython-313.pyc,10146,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/__pycache__/train.cpython-313.pyc,15659,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/models/gnn/__pycache__/wrapper.cpython-313.pyc,11938,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/miris-master/data/__pycache__/extract.cpython-313.pyc,1853,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/local_data/bellevue_240min/manifest.json,537,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/local_data/bellevue_240min/json/2-baseline.json,7919271,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/local_data/bellevue_240min/json/2-detections.json,7919271,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/GroundingDINO/GroundingDINO-main/.gitignore,1927,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/GroundingDINO/GroundingDINO-main/Dockerfile,1065,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/GroundingDINO/GroundingDINO-main/docker_test.py,292,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
